,feature,IncNodePurity1,IncNodePurity2,IncNodePurity3,Gain,Gain1,Gain2,Gain3,High1(7),High2(6),Low1(5-50),Low2(6-100),RF_High,GB_High,RF_Low,GB_Low
367,trend.JakoXcolor.rich_freq,884.5955846,743.5414957,637.136338,0.000380021,0.000481405,0.000399542,0.000396694,0,0,0,0,0,0,0,0
368,trend.NikeXbrand.popularity_freq,849.7093364,741.9216292,733.5812413,6.98E-05,6.04E-05,5.33E-05,0.000124749,0,0,0,0,0,0,0,0
369,brand.competitionXsize1_freq,1221.037328,739.1014707,710.653616,0.000267713,0.000186558,0.000213532,0.000221037,0,0,0,0,0,0,0,0
370,colorXsize.child.cloth_freq,946.0267832,738.4341223,675.1019084,0.000662014,0.000783407,0.000614639,0.000512352,0,0,0,0,0,0,0,0
371,trend.PUMAXrelweekday_freq,863.8745757,737.9257769,731.7619736,5.04E-05,4.28E-05,5.47E-05,6.53E-05,0,0,0,0,0,0,0,0
372,trend.11teamsporting43Xbrand.nation_freq,906.3391065,737.8467002,820.2861187,0.000826125,0.000766208,0.000817776,0.00075908,0,0,0,0,0,0,0,0
373,trend.ConverseXsize.child.cloth_freq,588.894966,736.6710882,552.6342144,0.00031408,0.000422975,0.000488708,0.00041403,0,0,0,0,0,0,0,0
374,trend.KangaROOSXbrand.nation_freq,867.4480313,735.7523619,788.761813,0.000535364,0.000775996,0.000498922,0.000674342,0,0,0,0,0,0,0,0
375,size4Xrelweekday_freq,818.8775575,735.5088743,639.8902112,0.000212081,0.000177436,0.00020788,0.00020954,0,0,0,0,0,0,0,0
376,trend.adidasXbrand.popularity_freq,893.5631358,734.8890478,715.8073954,7.86E-05,0.000157721,7.20E-05,8.28E-05,0,0,0,0,0,0,0,0
377,trend.KangaROOSXbrand_freq,893.3710616,734.3400851,847.3852432,0.000601972,0.000604869,0.000588617,0.000596191,0,0,0,0,0,0,0,0
378,trend.couponXbrand.NBA.team_freq,715.7940207,733.4929369,531.1577409,0.000170532,0.000217459,0.000225569,0.000203989,0,0,0,0,0,0,0,0
379,trend.bontonXrelmonthweek_freq,829.9651527,732.8787183,797.0870166,9.75E-05,7.52E-05,0.000111567,0.000111383,0,0,0,0,0,0,0,0
380,trend.KangaROOSXcolor.rich_freq,936.5886667,732.3982807,686.743477,0.000132684,0.000154452,0.000273449,0.000226903,0,0,0,0,0,0,0,0
381,categoryXsize2_freq,1415.627663,731.653979,655.116187,0.000288884,0.000203492,0.000280605,0.0002578,0,0,0,0,0,0,0,0
382,brand.Football.playerXsize1_freq,762.6115189,731.6220191,613.9053528,0.000237237,0.000233292,0.000226462,0.000235448,0,0,0,0,0,0,0,0
383,color.coldorwarmXsize4_freq,1464.799516,730.2682714,748.018985,0.001301074,0.001061884,0.001244361,0.00126956,0,0,0,0,0,1,0,0
384,trend.bontonXbrand.Football.player_freq,710.8951427,728.652383,676.1758868,0.000202491,0.000149351,0.000125922,0.000152323,0,0,0,0,0,0,0,0
385,trend.11teamsporting43Xsize.body_freq,657.4076928,724.0087222,655.7363542,0.001193314,0.001344879,0.001306357,0.001166573,0,0,0,0,0,1,0,0
386,trend.11teamsporting43Xrelweekday_freq,774.5675498,722.114478,692.1552531,7.74E-05,5.58E-05,0.000114817,7.04E-05,0,0,0,0,0,0,0,0
387,trend.amazonXbrand_freq,820.0937707,720.7627484,878.4746961,0.000914831,0.000928308,0.00086209,0.000952238,0,0,0,0,0,0,0,0
388,trend.NikeXNewRelease_freq,698.7639527,720.3776978,677.9141784,0.000107523,0.000218666,0.000155004,0.000131974,0,0,0,0,0,0,0,0
389,colorXbrand.NBA.player_freq,755.4755745,716.538489,595.433048,1.61E-05,1.42E-05,1.84E-05,1.09E-05,0,0,0,0,0,0,0,0
390,trend.PUMAXbrand.competition_freq,768.7167668,716.0204875,641.9997419,0.000110435,0.000167329,0.000157771,0.00013347,0,0,0,0,0,0,0,0
391,brand.NBA.playerXsize1_freq,747.8799304,715.0767574,694.8030461,2.19E-06,2.83E-06,4.54E-06,3.91E-06,0,0,0,0,0,0,0,0
392,brand.groupXsize2_freq,939.6036192,713.4291615,612.796549,0.000112462,9.71E-05,0.000104099,0.000106436,0,0,0,0,0,0,0,0
393,trend.JakoXbrand_freq,835.4971445,713.1765754,821.3837623,0.000873229,0.00110492,0.001035242,0.000999917,0,0,0,0,0,0,0,0
394,trend.adidasXbrand.nation_freq,719.6749839,712.9032798,825.63249,0.000385913,0.000405016,0.000558818,0.000463066,0,0,0,0,0,0,0,0
395,colorXbrand.competition_freq,851.9872493,711.10783,581.453056,0.000229845,0.000253131,0.000205398,0.000193241,0,0,0,0,0,0,0,0
396,trend.PUMAXrelmonthweek_freq,805.2667109,709.6848768,738.6998424,0.000104474,6.56E-05,7.08E-05,0.000210379,0,0,0,0,0,0,0,0
397,trend.bontonXbrand.other.team_freq,699.5829529,708.5350758,670.8617522,3.05E-06,1.04E-06,6.40E-07,2.29E-06,0,0,0,0,0,0,0,0
398,color.coldorwarmXsize3_freq,659.5027622,708.2860351,583.4240194,0.000573135,0.000564427,0.000493335,0.000580341,0,0,0,0,0,0,0,0
399,trend.NikeXsize.shape_freq,766.6738929,707.1653502,632.1603013,0.000385457,0.000408873,0.000391049,0.000493891,0,0,0,0,0,0,0,0
400,trend.UhlsportXsize2_freq,674.964527,705.4971562,602.1185339,0.000476201,0.000509607,0.000498488,0.000547579,0,0,0,0,0,0,0,0
401,trend.JordanXmainCategory_freq,1023.248396,704.7284001,789.467933,0.000394402,0.000678346,0.00074232,0.000630457,0,0,0,0,0,0,0,0
402,trend.amazonXrelmonthweek_freq,768.6907289,703.7176536,719.72223,0.000103828,9.26E-05,8.89E-05,6.57E-05,0,0,0,0,0,0,0,0
403,trend.ReebokXbrand.group_freq,1273.960222,703.1835613,626.3619402,9.40E-05,5.34E-05,8.93E-05,7.68E-05,0,0,0,0,0,0,0,0
404,colorXsize.shape_freq,1122.515848,698.9940588,632.1887024,0.001304704,0.000850903,0.000991926,0.001054598,0,0,0,0,0,0,0,0
405,trend.asicsXrelweekday_freq,1038.501484,698.3734534,660.5784391,8.19E-05,0.00014913,9.56E-05,5.83E-05,0,0,0,0,0,0,0,0
406,trend.couponXbrand_freq,979.8000418,695.9224345,823.4695815,0.000839265,0.000974458,0.000966813,0.00085976,0,0,0,0,0,0,0,0
407,trend.adidasXsize.body_freq,848.3808446,692.9906363,614.3110298,0.000519572,0.000488557,0.000724605,0.00056069,0,0,0,0,0,0,0,0
408,trend.asicsXsize.shape_freq,701.0795787,692.7863255,686.5662565,0.000767105,0.000768348,0.000969455,0.000871301,0,0,0,0,0,0,0,0
409,trend.KangaROOSXrelmonthweek_freq,706.708646,692.2821966,721.9205597,0.000125382,0.000181684,7.16E-05,0.000117529,0,0,0,0,0,0,0,0
410,trend.adidasXsize.child.cloth_freq,590.0200293,691.2556797,603.6530222,0.000259155,0.000302795,0.000323128,0.000299424,0,0,0,0,0,0,0,0
411,trend.NikeXbrand.NBA.team_freq,882.0371305,689.7970953,567.9025524,0.00015527,0.000156767,0.000131017,0.000266105,0,0,0,0,0,0,0,0
412,trend.Under.ArmourXbrand.Football.player_freq,768.1065109,688.0291385,492.0003757,9.33E-05,0.000151711,0.000167971,0.000302925,0,0,0,0,0,0,0,0
413,trend.JordanXbrand.nation_freq,831.3027578,687.4734844,791.1086014,0.00051692,0.000631479,0.000842575,0.000743687,0,0,0,0,0,0,0,0
414,trend.amazonXbrand.Football.team_freq,756.8073195,686.8989759,567.649978,5.10E-05,9.00E-05,3.15E-05,6.98E-05,0,0,0,0,0,0,0,0
415,trend.couponXsize.child.cloth_freq,931.5290789,685.099097,614.3301579,0.000380977,0.000430187,0.000413122,0.000461435,0,0,0,0,0,0,0,0
416,trend.Nike,631.0370656,684.5286425,559.3365978,0.000703799,0.00050635,0.000523571,0.000426164,0,0,0,0,0,0,0,0
417,trend.ReebokXsize.child.cloth_freq,887.1196241,684.3869816,445.6037112,0.000206088,0.000191379,0.000302664,0.000216097,0,0,0,0,0,0,0,0
418,trend.couponXsize.body_freq,891.7126108,683.8203717,824.5787053,0.000708485,0.00087376,0.000793421,0.000857817,0,0,0,0,0,0,0,0
419,trend.amazonXrelweekday_freq,798.023172,682.8457559,626.7281928,0.000141869,0.000200303,0.000126457,8.34E-05,0,0,0,0,0,0,0,0
420,trend.PUMAXbrand.other.player_freq,715.185739,682.7626704,564.7484391,3.98E-06,1.12E-05,6.49E-06,3.43E-06,0,0,0,0,0,0,0,0
421,trend.ConverseXcolor.rich_freq,932.0694091,682.5149939,676.6178144,0.000246552,0.000283192,0.000472387,0.000395306,0,0,0,0,0,0,0,0
422,color.G,599.2278133,681.7755817,705.7024273,0.000979443,0.000889033,0.000792908,0.00082483,0,0,0,0,0,0,0,0
423,trend.KangaROOSXNewRelease_freq,713.7334922,681.7107975,758.6229807,0.000140604,0.000106035,0.00014819,0.000171097,0,0,0,0,0,0,0,0
424,trend.NikeXsize.child.cloth_freq,623.8983791,681.6511741,584.0284036,0.000293974,0.000663884,0.000565945,0.000219686,0,0,0,0,0,0,0,0
425,trend.NikeXrelweekday_freq,857.1315183,681.1885175,726.9014546,5.18E-05,9.72E-05,5.05E-05,4.77E-05,0,0,0,0,0,0,0,0
426,trend.Under.ArmourXsize.shape_freq,776.0284831,680.7316229,652.9552711,0.000465725,0.000569367,0.000532085,0.00052455,0,0,0,0,0,0,0,0
427,trend.asicsXbrand.NBA.player_freq,996.5741913,679.8328779,649.0748292,1.76E-05,7.53E-06,1.20E-05,4.77E-06,0,0,0,0,0,0,0,0
428,size1_freq,912.8807557,679.3235228,662.0812381,0.000995298,0.000870937,0.000901921,0.000845565,0,0,0,0,0,0,0,0
429,trend.bontonXsize.shape_freq,665.1096816,679.2009223,568.5635786,0.000621871,0.000620618,0.000557826,0.000702929,0,0,0,0,0,0,0,0
430,brand.other.teamXsize1_freq,691.6040053,676.8281373,643.3957952,2.82E-06,4.11E-07,1.96E-06,8.53E-06,0,0,0,0,0,0,0,0
431,trend.asics,643.4769501,676.4075373,566.5929267,0.000737351,0.000675924,0.000605624,0.00082064,0,0,0,0,0,0,0,0
432,trend.JordanXrelmonthweek_freq,808.6252791,676.3233136,570.8986748,9.62E-05,0.000105636,0.00016461,6.98E-05,0,0,0,0,0,0,0,0
433,trend.bontonXbrand.NBA.team_freq,785.8418662,676.1954989,615.9120052,0.000178782,0.000252721,0.00021093,0.000289375,0,0,0,0,0,0,0,0
434,trend.11teamsporting43Xsize.shape_freq,610.1330061,676.1369548,602.8696185,0.00088984,0.000752567,0.000776834,0.00093376,0,0,0,0,0,0,0,0
435,trend.amazonXNewRelease_freq,869.7472157,675.5012047,757.9652835,0.000216107,0.000171986,0.000175243,0.000257531,0,0,0,0,0,0,0,0
436,trend.PUMAXNewRelease_freq,1007.313353,675.4701124,662.216874,0.000131469,0.000152485,0.000131982,0.000161024,0,0,0,0,0,0,0,0
437,brand.groupXsize3_freq,1122.94781,674.149188,588.3573123,5.12E-05,4.36E-05,7.16E-05,5.82E-05,0,0,0,0,0,0,0,0
438,trend.KangaROOS,797.6599844,672.2787993,659.8963111,0.000426725,0.000426944,0.000421012,0.000421392,0,0,0,0,0,0,0,0
439,trend.JakoXNewRelease_freq,739.1277432,669.6484631,582.5316606,0.00016775,0.000218299,0.000288411,0.000194101,0,0,0,0,0,0,0,0
440,brand.popularityXsize3_freq,743.1331183,668.6214575,577.2579672,4.21E-05,4.56E-05,3.55E-05,3.38E-05,0,0,0,0,0,0,0,0
441,brandXsize4_freq,930.3583235,668.4036656,860.9930531,0.000994172,0.000951247,0.000924667,0.000928621,0,0,0,0,0,0,0,0
442,trend.KangaROOSXrelweekday_freq,644.1209287,668.1295166,737.6627965,5.68E-05,8.68E-05,6.35E-05,7.92E-05,0,0,0,0,0,0,0,0
443,trend.Under.ArmourXsize.body_freq,947.9675626,667.3109051,701.0601961,0.000623896,0.00075093,0.000761538,0.000594549,0,0,0,0,0,0,0,0
444,trend.asicsXbrand.other.player_freq,658.2172955,667.1482471,570.5170529,1.30E-05,1.67E-05,1.50E-05,5.67E-06,0,0,0,0,0,0,0,0
445,trend.KangaROOSXbrand.other.player_freq,604.4261811,666.8429756,617.580369,4.89E-06,9.66E-06,3.75E-06,1.15E-05,0,0,0,0,0,0,0,0
446,trend.NikeXbrand.top_freq,605.7715219,666.6970509,554.9942513,6.43E-05,0.000129255,8.42E-05,4.88E-05,0,0,0,0,0,0,0,0
447,color.coldorwarmXsize2_freq,857.9380225,666.6954905,782.099804,0.001346738,0.001265092,0.001176983,0.001063958,0,0,0,0,0,1,0,0
448,brand.topXsize1_freq,875.1094741,665.9441313,705.5478609,0.000165674,0.000114181,0.000128594,0.000138217,0,0,0,0,0,0,0,0
449,mainCategoryXsize4_freq,1207.039435,665.3984731,684.7951443,0.000588793,0.00053212,0.000695824,0.000682416,0,0,0,0,0,0,0,0
450,trend.amazonXcolor.rich_freq,827.0607846,664.9773383,764.8091787,0.000379152,0.000544591,0.000420133,0.000415788,0,0,0,0,0,0,0,0
451,trend.JordanXsize.child.cloth_freq,952.0938168,664.9506214,656.8150215,0.000306277,0.000343793,0.000432551,0.000285472,0,0,0,0,0,0,0,0
452,trend.bonton,802.5203917,664.8859244,562.2811747,0.000714837,0.000687462,0.000903111,0.000717476,0,0,0,0,0,0,0,0
453,size3Xrelmonthweek_freq,451.8238631,664.7647136,404.1747161,5.05E-05,5.85E-05,4.03E-05,6.08E-05,0,0,0,0,0,0,0,0
454,trend.JakoXbrand.NBA.player_freq,615.5060774,664.3363296,509.8252177,2.05E-06,4.94E-06,4.52E-06,6.78E-06,0,0,0,0,0,0,0,0
455,trend.KangaROOSXbrand.top_freq,677.360034,663.8790776,635.4052147,4.57E-05,4.86E-05,6.81E-05,5.68E-05,0,0,0,0,0,0,0,0
456,trend.ConverseXrelweekday_freq,692.4883201,662.5040514,648.4062432,8.89E-05,8.12E-05,8.74E-05,8.92E-05,0,0,0,0,0,0,0,0
457,trend.ReebokXbrand.nation_freq,944.0784825,661.8154801,691.5429483,0.000313735,0.000452568,0.000379754,0.000406617,0,0,0,0,0,0,0,0
458,brandXsize2_freq,1259.370355,661.7869013,637.002388,0.000941237,0.000952182,0.00094795,0.000821611,0,0,0,0,0,0,0,0
459,trend.couponXrelmonthweek_freq,719.5682638,661.0809162,787.4871278,7.70E-05,0.000103104,0.000106317,7.99E-05,0,0,0,0,0,0,0,0
460,trend.JakoXbrand.Football.team_freq,775.2204042,661.0499444,537.1966843,8.61E-05,7.26E-05,5.85E-05,6.20E-05,0,0,0,0,0,0,0,0
461,color.B,859.9352041,661.0449233,511.0490626,0.000589748,0.000805598,0.00058415,0.000612697,0,0,0,0,0,0,0,0
462,trend.JakoXbrand.competition_freq,677.4357941,659.208683,600.9218119,0.000166853,0.000188571,0.000175626,0.000134617,0,0,0,0,0,0,0,0
463,trend.bontonXNewRelease_freq,1100.442656,658.2689509,745.8448791,0.00021756,0.000166283,0.000212382,0.000125147,0,0,0,0,0,0,0,0
464,trend.amazonXbrand.top_freq,646.440361,657.1981667,677.179401,4.97E-05,7.03E-05,6.79E-05,0.000114801,0,0,0,0,0,0,0,0
465,brandXsize3_freq,709.339125,656.2288586,679.6879552,0.000410918,0.000396921,0.000320964,0.000349406,0,0,0,0,0,0,0,0
466,trend.bontonXbrand.competition_freq,633.1258423,654.57935,666.096887,0.00010783,0.000123973,0.000142122,0.000186358,0,0,0,0,0,0,0,0
467,trend.JakoXrelweekday_freq,653.6072473,653.7375141,648.9408618,9.49E-05,6.90E-05,7.75E-05,6.43E-05,0,0,0,0,0,0,0,0
468,trend.JakoXrelmonthweek_freq,782.7671747,649.4140466,737.7746245,7.45E-05,0.000105073,0.000110987,7.70E-05,0,0,0,0,0,0,0,0
469,trend.bontonXbrand.NBA.player_freq,883.8390474,648.9129939,670.1891722,3.20E-06,6.41E-06,4.73E-06,3.85E-06,0,0,0,0,0,0,0,0
470,mainCategoryXsize3_freq,659.5586717,648.1810412,461.5212287,0.000176789,0.000320718,0.00028033,0.000260145,0,0,0,0,0,0,0,0
471,trend.Under.ArmourXsize.child.cloth_freq,732.5926675,647.9138078,614.4599435,0.000255873,0.000299187,0.000297664,0.000278634,0,0,0,0,0,0,0,0
472,colorXbrand.NBA.team_freq,953.8798857,647.386666,750.5718766,0.000271806,0.000266084,0.000293142,0.000303357,0,0,0,0,0,0,0,0
473,trend.couponXbrand.NBA.player_freq,785.012579,645.5903516,507.5433192,3.89E-06,3.03E-06,1.21E-05,5.67E-06,0,0,0,0,0,0,0,0
474,trend.JakoXbrand.other.player_freq,619.4470269,644.5841695,546.6937292,6.90E-06,9.15E-06,1.20E-05,1.50E-05,0,0,0,0,0,0,0,0
475,trend.couponXcolor.rich_freq,888.6818841,644.0600563,701.072642,0.000309766,0.000330278,0.000389697,0.00056418,0,0,0,0,0,0,0,0
476,trend.asicsXbrand.Football.team_freq,712.7529699,643.2153427,640.0040832,4.83E-05,7.19E-05,0.00010582,4.41E-05,0,0,0,0,0,0,0,0
477,trend.NikeXsize.body_freq,919.4869666,641.2297414,859.6583317,0.000498207,0.00089087,0.000805368,0.000724226,0,0,0,0,0,0,0,0
478,trend.UhlsportXcolor_freq,785.3292206,641.058938,632.4395015,0.001500071,0.001971643,0.001526645,0.001779798,0,0,0,0,0,1,0,0
479,color.R,912.5958314,640.7582259,563.9290077,0.000769595,0.000698676,0.00069556,0.00079028,0,0,0,0,0,0,0,0
480,trend.bontonXbrand.top_freq,772.2105492,640.4870177,668.8846488,5.18E-05,8.98E-05,0.000158246,7.85E-05,0,0,0,0,0,0,0,0
481,trend.PUMAXsize.child.cloth_freq,854.0799806,637.2689811,678.0845582,0.000256386,0.000339631,0.000318811,0.000339071,0,0,0,0,0,0,0,0
482,categoryXsize3_freq,933.5687283,636.8226487,552.9060554,0.000102931,9.12E-05,6.56E-05,8.50E-05,0,0,0,0,0,0,0,0
483,trend.NikeXbrand.NBA.player_freq,743.4204475,636.4210281,520.5254744,1.49E-06,7.17E-06,2.96E-06,4.46E-07,0,0,0,0,0,0,0,0
484,trend.11teamsporting43Xbrand.NBA.team_freq,770.9890045,634.1831095,631.241868,0.000314629,0.000282363,0.000348539,0.000389198,0,0,0,0,0,0,0,0
485,trend.adidasXbrand.NBA.team_freq,702.6281821,632.922933,505.5340492,0.000102521,0.000159564,0.000192911,0.000121043,0,0,0,0,0,0,0,0
486,trend.11teamsporting43Xbrand.other.team_freq,635.8533047,632.8540635,567.1355806,7.87E-07,1.20E-06,3.42E-07,2.98E-07,0,0,0,0,0,0,0,0
487,trend.bontonXbrand.other.player_freq,671.7044095,632.0715246,627.2615887,3.75E-06,8.13E-06,8.90E-06,6.44E-06,0,0,0,0,0,0,0,0
488,trend.asicsXNewRelease_freq,758.7006368,631.3747774,725.3444226,0.000129975,0.000198839,0.000166685,0.000169648,0,0,0,0,0,0,0,0
489,brand.nationXsize3_freq,812.6197394,630.8444076,484.0039892,0.000248154,0.000231143,0.000279442,0.000281029,0,0,0,0,0,0,0,0
490,mainCategoryXsize2_freq,1193.288099,630.060072,631.7305198,0.000611812,0.000539487,0.000558369,0.000719046,0,0,0,0,0,0,0,0
491,trend.PUMAXbrand.NBA.player_freq,656.7812618,629.4826067,670.9727085,2.51E-06,2.30E-07,9.60E-06,2.78E-06,0,0,0,0,0,0,0,0
492,trend.amazonXsize.body_freq,1252.812009,628.4921392,744.1584496,0.000950291,0.001005268,0.000827427,0.000952801,0,0,0,0,0,0,0,0
493,brand.NBA.playerXsize2_freq,746.2375595,627.7628746,599.6436469,6.36E-06,1.29E-05,7.01E-05,1.12E-05,0,0,0,0,0,0,0,0
494,trend.bontonXbrand.Football.team_freq,960.5503873,626.2363098,605.6405611,4.06E-05,5.81E-05,9.46E-05,5.11E-05,0,0,0,0,0,0,0,0
495,trend.adidasXNewRelease_freq,663.4422607,626.1948655,588.2511804,7.31E-05,0.000121458,0.000116867,0.000112836,0,0,0,0,0,0,0,0
496,trend.JordanXbrand.top_freq,715.8098665,626.0463573,592.3681674,6.22E-05,0.000100314,0.000115072,0.000112535,0,0,0,0,0,0,0,0
497,trend.JordanXsize.shape_freq,619.6071309,625.6718157,601.1066858,0.000571124,0.000617515,0.00069994,0.000590027,0,0,0,0,0,0,0,0
498,trend.Under.ArmourXmainCategory_freq,763.0041385,623.2825036,907.6629746,0.000403717,0.000529744,0.000461393,0.000476219,0,0,0,0,0,0,0,0
499,trend.adidasXbrand.other.player_freq,626.9554419,622.3095806,514.1546478,6.01E-06,4.03E-06,4.88E-06,1.10E-06,0,0,0,0,0,0,0,0
500,trend.PUMAXbrand.NBA.team_freq,672.8857578,622.2361174,685.3993315,0.000148887,0.000199261,0.000234801,0.000198677,0,0,0,0,0,0,0,0
501,trend.PUMAXbrand.Football.team_freq,656.0366403,621.4807792,628.6677917,2.50E-05,4.84E-05,4.14E-05,2.47E-05,0,0,0,0,0,0,0,0
502,brand.NBA.teamXsize4_freq,722.6985429,621.2754317,638.4009649,0.00017431,0.000136572,0.000276861,0.000271109,0,0,0,0,0,0,0,0
503,colorXbrand.other.team_freq,608.6186855,621.0659569,587.4584207,1.34E-06,5.31E-06,1.36E-06,5.13E-07,0,0,0,0,0,0,0,0
504,colorXbrand.top_freq,625.3523672,619.9461393,545.2480753,0.000145079,0.000140532,0.000119892,0.000147995,0,0,0,0,0,0,0,0
505,colorXbrand.other.player_freq,930.1796184,619.1620658,593.3765835,7.55E-06,9.49E-06,1.16E-05,5.40E-06,0,0,0,0,0,0,0,0
506,trend.couponXbrand.other.team_freq,737.7963168,618.9231087,601.7652646,5.03E-06,4.42E-06,1.52E-06,1.35E-06,0,0,0,0,0,0,0,0
507,trend.adidasXrelmonthweek_freq,748.1604609,618.7134413,642.9012677,5.86E-05,4.52E-05,5.54E-05,7.07E-05,0,0,0,0,0,0,0,0
508,trend.ConverseXNewRelease_freq,688.644344,617.1368898,798.8464026,0.000106539,0.000177257,0.00013833,0.000115034,0,0,0,0,0,0,0,0
509,trend.couponXbrand.top_freq,724.7836435,616.8582939,595.9100005,9.81E-05,5.83E-05,0.000145226,7.84E-05,0,0,0,0,0,0,0,0
510,brand.NBA.playerXsize4_freq,566.6295786,612.5748853,550.6913146,6.91E-06,1.17E-06,7.73E-06,3.42E-06,0,0,0,0,0,0,0,0
511,trend.NikeXbrand.other.team_freq,694.711041,610.4594578,616.5720007,1.15E-06,7.60E-09,1.22E-06,2.85E-07,0,0,0,0,0,0,0,0
512,trend.adidasXrelweekday_freq,826.219926,609.5359583,710.2726063,6.04E-05,6.75E-05,4.86E-05,5.07E-05,0,0,0,0,0,0,0,0
513,categoryXrelmonthweek_freq,498.0654049,608.2066142,453.7670348,3.85E-05,5.09E-05,5.66E-05,6.03E-05,0,0,0,0,0,0,0,0
514,trend.asicsXsize.child.cloth_freq,716.3979051,607.9828927,620.5646184,0.000406245,0.000455721,0.000400184,0.000366459,0,0,0,0,0,0,0,0
